DOI,KeywordID
10.1109/TVCG.2024.3394053,104
10.1109/TVCG.2024.3394053,105
10.1109/TVCG.2024.3394053,106
10.1109/TVCG.2024.3394053,7
10.1109/TVCG.2024.3394053,107
10.1109/TVCG.2024.3394053,108
10.1109/TVCG.2024.3394053,28
10.1109/TVCG.2024.3394053,109
10.1109/TVCG.2024.3394053,110
10.1109/TCSS.2024.3475413,102
10.1109/TCSS.2024.3475413,111
10.1109/TCSS.2024.3475413,112
10.1109/TCSS.2024.3475413,113
10.1109/TCSS.2024.3475413,114
10.1109/TCSS.2024.3475413,115
10.1109/TCSS.2024.3475413,116
10.1109/TCSS.2024.3475413,117
10.1109/TCSS.2024.3475413,39
10.1109/TCSS.2024.3475413,118
10.1109/TCSS.2024.3475413,119
10.1109/TCSS.2024.3475413,120
10.1109/TCSS.2024.3475413,54
10.1109/TCSS.2024.3475413,121
10.1109/TCSS.2024.3475413,122
10.1109/TIV.2024.3418522,123
10.1109/TIV.2024.3418522,124
10.1109/TIV.2024.3418522,125
10.1109/TIV.2024.3418522,126
10.1109/TIV.2024.3418522,127
10.1109/TIV.2024.3418522,7
10.1109/TIV.2024.3418522,115
10.1109/TIV.2024.3418522,128
10.1109/TIV.2024.3418522,129
10.1109/TIV.2024.3418522,130
10.1109/TVCG.2024.3456354,131
10.1109/TVCG.2024.3456354,132
10.1109/TVCG.2024.3456354,133
10.1109/TVCG.2024.3456354,134
10.1109/TVCG.2024.3456354,135
10.1109/TVCG.2024.3456354,136
10.1109/TVCG.2024.3456354,117
10.1109/TVCG.2024.3456354,137
10.1109/TVCG.2024.3456354,102
10.1109/TVCG.2024.3456354,138
10.1109/TVCG.2024.3456354,139
10.1109/TVCG.2024.3456354,121
10.1109/ACCESS.2024.3484947,140
10.1109/ACCESS.2024.3484947,119
10.1109/ACCESS.2024.3484947,141
10.1109/ACCESS.2024.3484947,142
10.1109/ACCESS.2024.3484947,143
10.1109/ACCESS.2024.3484947,102
10.1109/ACCESS.2024.3484947,21
10.1109/ACCESS.2024.3484947,144
10.1109/ACCESS.2024.3484947,145
10.1109/ACCESS.2024.3484947,56
10.1109/ACCESS.2024.3484947,146
10.1109/ACCESS.2024.3484947,147
10.1109/TVT.2024.3395748,148
10.1109/TVT.2024.3395748,149
10.1109/TVT.2024.3395748,150
10.1109/TVT.2024.3395748,151
10.1109/TVT.2024.3395748,152
10.1109/TVT.2024.3395748,153
10.1109/TVT.2024.3395748,154
10.1109/TVT.2024.3395748,155
10.1109/TVT.2024.3395748,156
10.1109/TVT.2024.3395748,87
10.1109/TVT.2024.3395748,88
10.1109/JBHI.2024.3470338,157
10.1109/JBHI.2024.3470338,158
10.1109/JBHI.2024.3470338,159
10.1109/JBHI.2024.3470338,160
10.1109/JBHI.2024.3470338,161
10.1109/JBHI.2024.3470338,162
10.1109/JBHI.2024.3470338,163
10.1109/JBHI.2024.3470338,164
10.1109/JBHI.2024.3470338,165
10.1109/JBHI.2024.3470338,121
10.1109/JBHI.2024.3470338,53
10.1109/JBHI.2024.3470338,166
10.1109/JBHI.2024.3470338,167
10.1109/JBHI.2024.3470338,56
10.1109/JIOT.2024.3470210,168
10.1109/JIOT.2024.3470210,169
10.1109/JIOT.2024.3470210,170
10.1109/JIOT.2024.3470210,159
10.1109/JIOT.2024.3470210,23
10.1109/JIOT.2024.3470210,130
10.1109/JIOT.2024.3470210,142
10.1109/JIOT.2024.3470210,171
10.1109/JIOT.2024.3470210,172
10.1109/JIOT.2024.3470210,56
10.1109/JIOT.2024.3470210,173
10.1109/JIOT.2024.3470210,174
10.1109/JIOT.2024.3470210,145
10.1109/JIOT.2024.3470210,22
10.1109/MCOM.002.2400106,23
10.1109/MCOM.002.2400106,171
10.1109/MCOM.002.2400106,21
10.1109/MCOM.002.2400106,110
10.1109/MCOM.002.2400106,156
10.1109/MCOM.002.2400106,22
10.1109/MCOM.002.2400106,175
10.1109/MCOM.002.2400106,176
10.1109/MCOM.002.2400106,27
10.1109/MCOM.002.2400106,177
10.1109/TCAD.2024.3483089,21
10.1109/TCAD.2024.3483089,178
10.1109/TCAD.2024.3483089,56
10.1109/TCAD.2024.3483089,179
10.1109/TCAD.2024.3483089,39
10.1109/TCAD.2024.3483089,180
10.1109/TCAD.2024.3483089,181
10.1109/TCAD.2024.3483089,182
10.1109/TCAD.2024.3483089,24
10.1109/TCAD.2024.3483089,73
10.1109/JBHI.2024.3450013,183
10.1109/JBHI.2024.3450013,184
10.1109/JBHI.2024.3450013,185
10.1109/JBHI.2024.3450013,186
10.1109/JBHI.2024.3450013,187
10.1109/JBHI.2024.3450013,121
10.1109/JBHI.2024.3450013,188
10.1109/JBHI.2024.3450013,189
10.1109/JBHI.2024.3450013,36
10.1109/JBHI.2024.3450013,190
10.1109/JBHI.2024.3450013,191
10.1109/JBHI.2024.3478809,192
10.1109/JBHI.2024.3478809,193
10.1109/JBHI.2024.3478809,113
10.1109/JBHI.2024.3478809,194
10.1109/JBHI.2024.3478809,195
10.1109/JBHI.2024.3478809,196
10.1109/JBHI.2024.3478809,197
10.1109/JBHI.2024.3478809,55
10.1109/JBHI.2024.3478809,198
10.1109/JBHI.2024.3478809,199
10.1109/JBHI.2024.3478809,166
10.1109/JBHI.2024.3478809,200
10.1109/JBHI.2024.3478809,201
10.1109/JBHI.2024.3478809,70
10.1109/ACCESS.2024.3482988,202
10.1109/ACCESS.2024.3482988,203
10.1109/ACCESS.2024.3482988,204
10.1109/ACCESS.2024.3482988,205
10.1109/ACCESS.2024.3482988,206
10.1109/ACCESS.2024.3482988,207
10.1109/ACCESS.2024.3482988,208
10.1109/ACCESS.2024.3482988,209
10.1109/ACCESS.2024.3482988,210
10.1109/ACCESS.2024.3482988,211
10.1109/ACCESS.2024.3482988,212
10.1109/ACCESS.2024.3482988,112
10.1109/ACCESS.2024.3482988,213
10.1109/ACCESS.2024.3482988,214
10.1109/ACCESS.2024.3482988,215
10.1109/ACCESS.2024.3482988,216
10.1109/ACCESS.2024.3482988,217
10.1109/ACCESS.2024.3482988,48
10.1109/ACCESS.2024.3482988,218
10.1109/ACCESS.2024.3482988,39
10.1109/ACCESS.2024.3482988,69
10.1109/ACCESS.2024.3482988,219
10.1109/ACCESS.2024.3482988,220
10.1109/ACCESS.2024.3482988,145
10.1109/ACCESS.2024.3482988,221
10.1109/ACCESS.2024.3482988,42
10.1109/ACCESS.2024.3482988,54
10.1109/ACCESS.2024.3482988,222
10.1109/ACCESS.2024.3482988,223
10.1109/ACCESS.2024.3482988,224
10.1109/ACCESS.2024.3482988,225
10.1109/ACCESS.2024.3482988,171
10.1109/ACCESS.2024.3482988,119
10.1109/ACCESS.2024.3427369,226
10.1109/ACCESS.2024.3427369,227
10.1109/ACCESS.2024.3427369,228
10.1109/ACCESS.2024.3427369,159
10.1109/ACCESS.2024.3427369,145
10.1109/ACCESS.2024.3427369,7
10.1109/ACCESS.2024.3427369,140
10.1109/ACCESS.2024.3427369,130
10.1109/ACCESS.2024.3427369,109
10.1109/ACCESS.2024.3427369,65
10.1109/ACCESS.2024.3427369,229
10.1109/ACCESS.2024.3427369,230
10.1109/ACCESS.2024.3427369,102
10.1109/TASE.2024.3468464,231
10.1109/TASE.2024.3468464,132
10.1109/TASE.2024.3468464,232
10.1109/TASE.2024.3468464,233
10.1109/TASE.2024.3468464,234
10.1109/TASE.2024.3468464,21
10.1109/TASE.2024.3468464,130
10.1109/TASE.2024.3468464,106
10.1109/TASE.2024.3468464,188
10.1109/TASE.2024.3468464,26
10.1109/TASE.2024.3468464,235
10.1109/TASE.2024.3468464,10
10.1109/TASE.2024.3468464,55
10.1109/TASE.2024.3468464,24
10.1109/TVCG.2024.3456215,236
10.1109/TVCG.2024.3456215,237
10.1109/TVCG.2024.3456215,238
10.1109/TVCG.2024.3456215,239
10.1109/TVCG.2024.3456215,240
10.1109/TVCG.2024.3456215,108
10.1109/TVCG.2024.3456215,131
10.1109/TVCG.2024.3456215,241
10.1109/TVCG.2024.3456215,242
10.1109/TVCG.2024.3456215,110
10.1109/TVCG.2024.3456215,243
10.1109/TVCG.2024.3456215,43
10.1109/TFUZZ.2024.3431710,244
10.1109/TFUZZ.2024.3431710,159
10.1109/TFUZZ.2024.3431710,245
10.1109/TFUZZ.2024.3431710,246
10.1109/TFUZZ.2024.3431710,7
10.1109/TFUZZ.2024.3431710,156
10.1109/TFUZZ.2024.3431710,69
10.1109/TFUZZ.2024.3431710,247
10.1109/TFUZZ.2024.3431710,248
10.1109/TFUZZ.2024.3431710,102
10.1109/TFUZZ.2024.3431710,39
10.1109/TVCG.2024.3456378,106
10.1109/TVCG.2024.3456378,249
10.1109/TVCG.2024.3456378,141
10.1109/TVCG.2024.3456378,250
10.1109/TVCG.2024.3456378,108
10.1109/TVCG.2024.3456378,251
10.1109/TVCG.2024.3456378,180
10.1109/TVCG.2024.3456378,252
10.1109/TVCG.2024.3456378,253
10.1109/TVCG.2024.3456378,200
10.1109/TVCG.2024.3456200,254
10.1109/TVCG.2024.3456200,255
10.1109/TVCG.2024.3456200,256
10.1109/TVCG.2024.3456200,257
10.1109/TVCG.2024.3456200,108
10.1109/TVCG.2024.3456200,258
10.1109/TVCG.2024.3456200,259
10.1109/TVCG.2024.3456200,260
10.1109/TVCG.2024.3456200,130
10.1109/TVCG.2024.3456200,56
10.1109/TSE.2024.3470333,261
10.1109/TSE.2024.3470333,159
10.1109/TSE.2024.3470333,262
10.1109/TSE.2024.3470333,56
10.1109/TSE.2024.3470333,167
10.1109/TSE.2024.3470333,21
10.1109/TSE.2024.3470333,263
10.1109/TSE.2024.3470333,102
10.1109/TSE.2024.3470333,264
10.1109/TSE.2024.3470333,265
10.1109/TSE.2024.3470333,266
10.1109/TSE.2024.3470333,267
10.1109/TIE.2024.3454408,71
10.1109/TIE.2024.3454408,268
10.1109/TIE.2024.3454408,269
10.1109/TIE.2024.3454408,270
10.1109/TIE.2024.3454408,271
10.1109/TIE.2024.3454408,272
10.1109/TIE.2024.3454408,273
10.1109/TIE.2024.3454408,179
10.1109/TIE.2024.3454408,70
10.1109/TIE.2024.3454408,274
10.1109/TIE.2024.3454408,39
10.1109/TIE.2024.3454408,275
10.1109/TIE.2024.3454408,117
10.1109/TIE.2024.3454408,69
10.1109/TIE.2024.3454408,276
10.1109/MNET.2024.3401159,277
10.1109/MNET.2024.3401159,278
10.1109/MNET.2024.3401159,279
10.1109/MNET.2024.3401159,280
10.1109/MNET.2024.3401159,281
10.1109/MNET.2024.3401159,282
10.1109/MNET.2024.3401159,171
10.1109/MNET.2024.3401159,39
10.1109/MNET.2024.3401159,88
10.1109/MNET.2024.3401159,7
10.1109/MNET.2024.3401159,41
10.1109/MNET.2024.3401159,115
10.1109/MNET.2024.3401159,283
10.1109/JSAC.2024.3459037,284
10.1109/JSAC.2024.3459037,285
10.1109/JSAC.2024.3459037,286
10.1109/JSAC.2024.3459037,48
10.1109/JSAC.2024.3459037,287
10.1109/JSAC.2024.3459037,288
10.1109/JSAC.2024.3459037,16
10.1109/JSAC.2024.3459037,289
10.1109/JSAC.2024.3459037,88
10.1109/JSAC.2024.3459037,290
10.1109/JSAC.2024.3459037,69
10.1109/JSAC.2024.3459037,291
10.1109/JSAC.2024.3459037,292
10.1109/TII.2024.3423330,293
10.1109/TII.2024.3423330,294
10.1109/TII.2024.3423330,3
10.1109/TII.2024.3423330,295
10.1109/TII.2024.3423330,296
10.1109/TII.2024.3423330,7
10.1109/TII.2024.3423330,52
10.1109/TII.2024.3423330,297
10.1109/TII.2024.3423330,298
10.1109/TII.2024.3423330,101
10.1109/TII.2024.3423330,181
10.1109/TII.2024.3423330,292
10.1109/TTE.2024.3391938,299
10.1109/TTE.2024.3391938,149
10.1109/TTE.2024.3391938,300
10.1109/TTE.2024.3391938,301
10.1109/TTE.2024.3391938,302
10.1109/TTE.2024.3391938,7
10.1109/TTE.2024.3391938,303
10.1109/TTE.2024.3391938,304
10.1109/TTE.2024.3391938,70
10.1109/TTE.2024.3391938,305
10.1109/TTE.2024.3391938,49
10.1109/MWC.005.2400019,171
10.1109/MWC.005.2400019,7
10.1109/MWC.005.2400019,87
10.1109/MWC.005.2400019,173
10.1109/MWC.005.2400019,306
10.1109/MWC.005.2400019,177
10.1109/MWC.005.2400019,307
10.1109/ACCESS.2024.3481641,102
10.1109/ACCESS.2024.3481641,308
10.1109/ACCESS.2024.3481641,309
10.1109/ACCESS.2024.3481641,310
10.1109/ACCESS.2024.3481641,311
10.1109/ACCESS.2024.3481641,110
10.1109/ACCESS.2024.3481641,312
10.1109/ACCESS.2024.3481641,313
10.1109/ACCESS.2024.3481641,180
10.1109/ACCESS.2024.3481641,314
10.1109/ACCESS.2024.3481641,43
10.1109/ACCESS.2024.3481641,56
10.1109/ACCESS.2024.3481641,315
10.1109/ACCESS.2024.3481641,316
10.1109/TVCG.2024.3456150,317
10.1109/TVCG.2024.3456150,318
10.1109/TVCG.2024.3456150,141
10.1109/TVCG.2024.3456150,319
10.1109/TVCG.2024.3456150,145
10.1109/TVCG.2024.3456150,117
10.1109/TVCG.2024.3456150,56
10.1109/TVCG.2024.3456150,131
10.1109/TVCG.2024.3456150,171
10.1109/TVCG.2024.3456150,320
10.1109/TVCG.2024.3456150,321
10.1109/MIS.2024.3466518,321
10.1109/MIS.2024.3466518,43
10.1109/MIS.2024.3466518,123
10.1109/MIS.2024.3466518,91
10.1109/MIS.2024.3466518,322
10.1109/MIS.2024.3466518,323
10.1109/MIS.2024.3466518,59
10.1109/TKDE.2024.3469578,141
10.1109/TKDE.2024.3469578,324
10.1109/TKDE.2024.3469578,325
10.1109/TKDE.2024.3469578,326
10.1109/TKDE.2024.3469578,130
10.1109/TKDE.2024.3469578,129
10.1109/TKDE.2024.3469578,102
10.1109/TKDE.2024.3469578,89
10.1109/TKDE.2024.3469578,327
10.1109/TKDE.2024.3469578,328
10.1109/TKDE.2024.3469578,49
10.1109/TKDE.2024.3469578,121
10.1109/TKDE.2024.3469578,167
10.1109/TKDE.2024.3469578,70
10.1109/MNET.2024.3470774,150
10.1109/MNET.2024.3470774,159
10.1109/MNET.2024.3470774,329
10.1109/MNET.2024.3470774,330
10.1109/MNET.2024.3470774,102
10.1109/MNET.2024.3470774,87
10.1109/MNET.2024.3470774,88
10.1109/MNET.2024.3470774,28
10.1109/MNET.2024.3470774,39
10.1109/MNET.2024.3470774,49
10.1109/MNET.2024.3470774,331
10.1109/MNET.2024.3470774,56
10.1109/MNET.2024.3470774,332
10.1109/MNET.2024.3470774,333
10.1109/TVCG.2024.3413195,334
10.1109/TVCG.2024.3413195,149
10.1109/TVCG.2024.3413195,335
10.1109/TVCG.2024.3413195,108
10.1109/TVCG.2024.3413195,106
10.1109/TVCG.2024.3413195,7
10.1109/TVCG.2024.3413195,63
10.1109/TVCG.2024.3413195,171
10.1109/TVCG.2024.3413195,189
10.1109/TVCG.2024.3413195,336
10.1109/MCOM.001.2300575,188
10.1109/MCOM.001.2300575,39
10.1109/MCOM.001.2300575,337
10.1109/MCOM.001.2300575,171
10.1109/MCOM.001.2300575,338
10.1109/MCOM.001.2300575,69
10.1109/MCOM.001.2300575,55
10.1109/MM.2024.3420728,339
10.1109/MM.2024.3420728,181
10.1109/MM.2024.3420728,340
10.1109/MM.2024.3420728,99
10.1109/MM.2024.3420728,341
10.1109/MM.2024.3420728,262
10.1109/MM.2024.3420728,102
10.1109/MCOM.001.2400368,342
10.1109/MCOM.001.2400368,49
10.1109/MCOM.001.2400368,56
10.1109/MCOM.001.2400368,39
10.1109/MCOM.001.2400368,102
10.1109/MCOM.001.2400368,117
10.1109/MCOM.001.2400368,69
10.1109/MCOM.001.2400368,343
10.1109/MCOM.001.2400368,165
10.1109/MCOM.001.2400368,344
10.1109/TCCN.2024.3482354,345
10.1109/TCCN.2024.3482354,346
10.1109/TCCN.2024.3482354,347
10.1109/TCCN.2024.3482354,348
10.1109/TCCN.2024.3482354,339
10.1109/TCCN.2024.3482354,349
10.1109/TCCN.2024.3482354,39
10.1109/TCCN.2024.3482354,56
10.1109/TCCN.2024.3482354,350
10.1109/TCCN.2024.3482354,54
10.1109/TCCN.2024.3482354,351
10.1109/TCCN.2024.3482354,102
10.1109/TCCN.2024.3482354,352
10.1109/TCCN.2024.3482354,121
10.1109/TSC.2024.3451185,353
10.1109/TSC.2024.3451185,354
10.1109/TSC.2024.3451185,355
10.1109/TSC.2024.3451185,356
10.1109/TSC.2024.3451185,357
10.1109/TSC.2024.3451185,55
10.1109/TSC.2024.3451185,56
10.1109/TSC.2024.3451185,358
10.1109/TSC.2024.3451185,359
10.1109/TSC.2024.3451185,59
10.1109/TSC.2024.3451185,49
10.1109/MNET.2024.3435752,141
10.1109/MNET.2024.3435752,16
10.1109/MNET.2024.3435752,360
10.1109/MNET.2024.3435752,361
10.1109/MNET.2024.3435752,180
10.1109/MNET.2024.3435752,7
10.1109/MNET.2024.3435752,29
10.1109/MNET.2024.3435752,146
10.1109/MNET.2024.3435752,165
10.1109/MNET.2024.3435752,171
10.1109/MNET.2024.3435752,177
10.1109/TPAMI.2024.3483654,80
10.1109/TPAMI.2024.3483654,362
10.1109/TPAMI.2024.3483654,363
10.1109/TPAMI.2024.3483654,113
10.1109/TPAMI.2024.3483654,364
10.1109/TPAMI.2024.3483654,365
10.1109/TPAMI.2024.3483654,52
10.1109/TPAMI.2024.3483654,366
10.1109/TPAMI.2024.3483654,367
10.1109/TPAMI.2024.3483654,54
10.1109/TPAMI.2024.3483654,368
10.1109/TPAMI.2024.3483654,291
10.1109/TPAMI.2024.3483654,369
10.1109/TPAMI.2024.3483654,370
10.1109/TPAMI.2024.3483654,371
10.1109/TAI.2024.3440248,372
10.1109/TAI.2024.3440248,353
10.1109/TAI.2024.3440248,373
10.1109/TAI.2024.3440248,374
10.1109/TAI.2024.3440248,375
10.1109/TAI.2024.3440248,376
10.1109/TAI.2024.3440248,377
10.1109/TAI.2024.3440248,176
10.1109/TAI.2024.3440248,102
10.1109/TAI.2024.3440248,7
10.1109/TAI.2024.3440248,59
10.1109/TAI.2024.3440248,378
10.1109/TAI.2024.3440248,379
10.1109/TVT.2024.3402366,206
10.1109/TVT.2024.3402366,380
10.1109/TVT.2024.3402366,381
10.1109/TVT.2024.3402366,382
10.1109/TVT.2024.3402366,149
10.1109/TVT.2024.3402366,188
10.1109/TVT.2024.3402366,129
10.1109/TVT.2024.3402366,328
10.1109/TVT.2024.3402366,7
10.1109/TVT.2024.3402366,122
10.1109/TVT.2024.3402366,54
10.1109/TVT.2024.3402366,383
10.1109/TAI.2024.3471735,377
10.1109/TAI.2024.3471735,384
10.1109/TAI.2024.3471735,385
10.1109/TAI.2024.3471735,119
10.1109/TAI.2024.3471735,102
10.1109/TAI.2024.3471735,171
10.1109/TAI.2024.3471735,176
10.1109/TAI.2024.3471735,136
10.1109/TAI.2024.3471735,386
10.1109/TAI.2024.3471735,106
10.1109/TAI.2024.3471735,387
10.1109/TAI.2024.3471735,388
10.1109/TAI.2024.3471735,389
10.1109/ACCESS.2024.3464242,390
10.1109/ACCESS.2024.3464242,391
10.1109/ACCESS.2024.3464242,210
10.1109/ACCESS.2024.3464242,392
10.1109/ACCESS.2024.3464242,353
10.1109/ACCESS.2024.3464242,393
10.1109/ACCESS.2024.3464242,394
10.1109/ACCESS.2024.3464242,395
10.1109/ACCESS.2024.3464242,396
10.1109/ACCESS.2024.3464242,102
10.1109/ACCESS.2024.3464242,55
10.1109/ACCESS.2024.3464242,397
10.1109/ACCESS.2024.3464242,398
10.1109/ACCESS.2024.3464242,399
10.1109/ACCESS.2024.3464242,266
10.1109/TITS.2024.3456890,400
10.1109/TITS.2024.3456890,150
10.1109/TITS.2024.3456890,401
10.1109/TITS.2024.3456890,186
10.1109/TITS.2024.3456890,402
10.1109/TITS.2024.3456890,403
10.1109/TITS.2024.3456890,87
10.1109/TITS.2024.3456890,56
10.1109/TITS.2024.3456890,173
10.1109/TITS.2024.3456890,120
10.1109/TITS.2024.3456890,55
10.1109/TITS.2024.3456890,171
10.1109/LWC.2024.3462556,80
10.1109/LWC.2024.3462556,404
10.1109/LWC.2024.3462556,405
10.1109/LWC.2024.3462556,406
10.1109/LWC.2024.3462556,88
10.1109/LWC.2024.3462556,177
10.1109/LWC.2024.3462556,407
10.1109/LWC.2024.3462556,153
10.1109/LWC.2024.3462556,408
10.1109/LWC.2024.3462556,409
10.1109/LWC.2024.3462556,410
10.1109/TSG.2024.3453648,102
10.1109/TSG.2024.3453648,411
10.1109/TSG.2024.3453648,412
10.1109/TSG.2024.3453648,413
10.1109/TSG.2024.3453648,414
10.1109/TSG.2024.3453648,415
10.1109/TSG.2024.3453648,69
10.1109/TSG.2024.3453648,416
10.1109/TSG.2024.3453648,417
10.1109/TSG.2024.3453648,418
10.1109/TSG.2024.3453648,56
10.1109/TSG.2024.3453648,419
10.26599/TST.2024.9010114,420
10.26599/TST.2024.9010114,421
10.26599/TST.2024.9010114,422
10.26599/TST.2024.9010114,423
10.26599/TST.2024.9010114,424
10.26599/TST.2024.9010114,425
10.26599/TST.2024.9010114,426
10.26599/TST.2024.9010114,427
10.26599/TST.2024.9010114,428
10.26599/TST.2024.9010114,429
10.26599/TST.2024.9010114,430
10.1109/MCOM.001.2300473,86
10.1109/MCOM.001.2300473,431
10.1109/MCOM.001.2300473,7
10.1109/MCOM.001.2300473,39
10.1109/MCOM.001.2300473,56
10.1109/MCOM.001.2300473,122
10.1109/MCOM.001.2300473,167
10.1109/MNET.2024.3376419,54
10.1109/MNET.2024.3376419,110
10.1109/MNET.2024.3376419,173
10.1109/MNET.2024.3376419,171
10.1109/MNET.2024.3376419,69
10.1109/MNET.2024.3376419,56
10.1109/MNET.2024.3376419,58
10.1109/ACCESS.2024.3406644,141
10.1109/ACCESS.2024.3406644,432
10.1109/ACCESS.2024.3406644,433
10.1109/ACCESS.2024.3406644,4
10.1109/ACCESS.2024.3406644,434
10.1109/ACCESS.2024.3406644,377
10.1109/ACCESS.2024.3406644,435
10.1109/ACCESS.2024.3406644,176
10.1109/ACCESS.2024.3406644,436
10.1109/ACCESS.2024.3406644,437
10.1109/ACCESS.2024.3406644,121
10.1109/ACCESS.2024.3406644,368
10.1109/ACCESS.2024.3406644,102
10.1109/ACCESS.2024.3406644,438
10.1109/MWC.016.2300600,87
10.1109/MWC.016.2300600,7
10.1109/MWC.016.2300600,165
10.1109/MWC.016.2300600,171
10.1109/MWC.016.2300600,351
10.1109/MWC.016.2300600,439
10.1109/MWC.016.2300600,130
10.1109/MS.2024.3440190,262
10.1109/MS.2024.3440190,39
10.1109/MS.2024.3440190,171
10.1109/MS.2024.3440190,440
10.1109/MS.2024.3440190,70
10.1109/MS.2024.3440190,441
10.1109/MS.2024.3440190,253
10.1109/TVCG.2024.3459961,442
10.1109/TVCG.2024.3459961,443
10.1109/TVCG.2024.3459961,444
10.1109/TVCG.2024.3459961,445
10.1109/TVCG.2024.3459961,446
10.1109/TVCG.2024.3459961,132
10.1109/TVCG.2024.3459961,108
10.1109/TVCG.2024.3459961,349
10.1109/TVCG.2024.3459961,447
10.1109/TVCG.2024.3459961,131
10.1109/TVCG.2024.3459961,448
10.1109/TVCG.2024.3459961,137
10.1109/TVCG.2024.3459961,377
10.1109/TVCG.2024.3456364,449
10.1109/TVCG.2024.3456364,450
10.1109/TVCG.2024.3456364,451
10.1109/TVCG.2024.3456364,149
10.1109/TVCG.2024.3456364,452
10.1109/TVCG.2024.3456364,453
10.1109/TVCG.2024.3456364,106
10.1109/TVCG.2024.3456364,454
10.1109/TVCG.2024.3456364,55
10.1109/TVCG.2024.3456364,108
